name_pl,name_ru,type,producer,seller,packages,unit,currency,purchase_price,retail_gross,retail_net,website,price_source_ref,justification_pl,justification_ru
Wylewka samopoziomująca Atlas SAM 200 25kg,Самовыравнивающаяся стяжка Atlas SAM 200,WYLEWKA_SAMOPOZIOMUJACA,Atlas,Leroy Merlin,"budget,norm",kg,PLN,1.55,2.39,1.94,https://www.atlas.com.pl/produkt/sam-200/,"karta produktu Atlas SAM 200 (masa samopoziomująca), sekcja Zuzycie ~1.7 kg/m2 na 1 mm, worek 25 kg","Cementowa masa samopoziomujaca do wyrownania podloza, zuzycie ~1.7 kg/m2 na 1 mm; anchor Excela dla wylewki wyrownujacej.","Цементная самовыравнивающаяся масса для выравнивания основания, расход ~1.7 кг/м2 на 1 мм; якорь Excel для выравнивающей стяжки."
Wylewka samopoziomująca Ceresit CN 76 25kg,Самовыравнивающаяся стяжка Ceresit CN 76,WYLEWKA_SAMOPOZIOMUJACA,Ceresit,OBI,lux,kg,PLN,1.85,2.89,2.35,https://www.ceresit.pl/pl/produkty/podlogi/masy-samopoziomujace.html,"karta produktu Ceresit CN 76 (masa samopoziomująca), sekcja Zuzycie ~1.7 kg/m2 na 1 mm, worek 25 kg","Samopoziomujaca masa podlogowa Ceresit o wysokiej gladkosci, wariant lux, zuzycie ~1.7 kg/m2/mm.","Самовыравнивающаяся напольная масса Ceresit высокой гладкости, вариант lux, расход ~1.7 кг/м2/мм."
Grunt podkładowy Ceresit CT 17 (odp.),Грунт-подложка Ceresit CT 17 (аналог),GRUNT_UNIWERSALNY,Ceresit,PSB Mrówka,budget,l,PLN,5.20,7.99,6.50,https://www.ceresit.com/products/interoir-finishing/product.html/ceresit-ct-17/SAP_0201JAC014F1.html,"karta produktu Ceresit CT 17, sekcja Zuzycie ~0.1-0.2 l/m2, cena netto orientacyjna","Grunt glebokopenetrujacy pod wylewki i kleje podlogowe, zuzycie ~0.15 l/m2; anchor Excela grunt CT17 0.15 l.","Грунт глубокого проникновения под стяжки и напольные клеи, расход ~0.15 л/м2; якорь Excel грунт CT17 0.15 л."
Grunt podkładowy Atlas Uni-Grunt,Грунт-подложка Atlas Uni-Grunt,GRUNT_UNIWERSALNY,Atlas,Leroy Merlin,"norm,lux",l,PLN,6.40,9.99,8.12,https://cdn.shopify.com/s/files/1/0916/9050/0443/files/pl_9532_20240506_095608.pdf,"karta techniczna Atlas Uni-Grunt (PDF), sekcja Zuzycie 0.05-0.2 l/m2 na warstwe","Emulsja gruntujaca dyspersyjna pod posadzki, zuzycie ~0.15 l/m2, wariant norm/lux.","Дисперсионная грунтующая эмульсия под полы, расход ~0.15 л/м2, вариант norm/lux."
Papier ścierny do szlifierek arkusz gr.40,Наждачная бумага для шлифмашин лист зерно 40,PAPIER_SCIERNY,Erbauer,Castorama,budget,szt,PLN,0.85,1.29,1.05,https://www.castorama.pl/s/papier-scierny,"katalog Castorama papier scierny gruby (gr.40), cena netto za 1 arkusz","Gruby papier scierny gr.40 do maszynowego zdzierania/obnizenia posadzki, material zuzywalny (nie filler).","Грубая наждачная бумага зерно 40 для машинного съёма/понижения пола, расходный материал (не шпаклёвка)."
Siatka ścierna arkusz gr.80,Абразивная сетка лист зерно 80,PAPIER_SCIERNY,Erbauer,Leroy Merlin,"norm,lux",szt,PLN,0.93,1.45,1.18,https://www.castorama.pl/s/papier-scierny,"katalog LM/Castorama siatka scierna gr.80, cena netto za 1 arkusz","Siatka scierna gr.80 do przygotowania posadzki pod klejenie, material zuzywalny, wariant norm/lux.","Абразивная сетка зерно 80 для подготовки пола под приклеивание, расходный материал, вариант norm/lux."
Klej do winylu Bostik Parkietiaki (Tarbicol) 20kg,Клей для панелей/винила Bostik,KLEJ_DO_PODLOG,Bostik,PSB Mrówka,budget,kg,PLN,7.50,11.49,9.34,https://www.bostik.com/poland/pl/,"karta techniczna Bostik klej do podlog drewnianych/winylu, sekcja Zuzycie ~1.0-1.3 kg/m2","Klej do przyklejania paneli winylowych i deski warstwowej, zuzycie ~1.0-1.3 kg/m2 wg karty; branch construction.","Клей для приклеивания виниловых панелей и многослойной доски, расход ~1.0-1.3 кг/м2 по карте; branch construction."
Klej do winylu Thomsit K 188 E 12kg,Клей для винила Thomsit K 188 E,KLEJ_DO_PODLOG,Thomsit,OBI,norm,kg,PLN,9.20,14.29,11.62,https://www.thomsit.pl/pl/produkty.html,"karta techniczna Thomsit K 188 E (klej dyspersyjny do LVT), sekcja Zuzycie ~0.3-0.5 kg/m2 packa A2","Dyspersyjny klej Thomsit do wykladzin winylowych LVT, zuzycie ~1.1 kg/m2 przy packach zebatych; wariant norm.","Дисперсионный клей Thomsit для виниловых покрытий LVT, расход ~1.1 кг/м2 при зубчатых шпателях; вариант norm."
Klej do parkietu Mapei Ultrabond Eco S955 1K 15kg,Клей для паркета Mapei Ultrabond Eco S955,KLEJ_DO_PODLOG,Mapei,Leroy Merlin,lux,kg,PLN,15.40,23.99,19.50,https://www.mapei.com/pl/pl/produkty-i-rozwiazania,"karta techniczna Mapei Ultrabond Eco S955 1K (klej poliuretanowy), sekcja Zuzycie ~1.0-1.3 kg/m2","Elastyczny klej poliuretanowy Mapei do deski warstwowej/parkietu, zuzycie ~1.2 kg/m2, wariant lux.","Эластичный полиуретановый клей Mapei для многослойной доски/паркета, расход ~1.2 кг/м2, вариант lux."
Akryl dekarski/malarski Soudal 300ml,Акрил малярный Soudal,AKRYL,Soudal,PSB Mrówka,"budget,norm",l,PLN,4.10,6.29,5.11,https://www.soudal.com/pl-pl/diy/produkty/akryle,"karta produktu Soudal Akryl (kartusz 300 ml = 0.3 l), cena netto za kartusz","Akryl malarski do wypelnien i akrylowania listew dylatacyjnych/przypodlogowych, kartusz 300 ml.","Малярный акрил для заделки и акрилования дилатационных/плинтусных профилей, картридж 300 мл."
Akryl elastyczny Mapei Mapesil AC (odp.) 310ml,Эластичный акрил Mapei (аналог),AKRYL,Mapei,OBI,lux,l,PLN,5.90,8.99,7.31,https://www.mapei.com/pl/pl/produkty-i-rozwiazania,"karta produktu Mapei uszczelniacz/akryl (kartusz 310 ml = 0.31 l), cena netto za kartusz","Elastyczny akryl/uszczelniacz Mapei do akrylowania listew, wariant lux, kartusz 310 ml.","Эластичный акрил/герметик Mapei для акрилования профилей, вариант lux, картридж 310 мл."
Klej montażowy do listew Soudal Mamut/Fix All 290ml,Монтажный клей для профилей Soudal Mamut,KLEJ_MONTAZOWY,Soudal,Leroy Merlin,"budget,norm,lux",l,PLN,12.30,18.99,15.44,https://www.soudal.com/pl-pl/diy/produkty/kleje-montazowe,"karta produktu Soudal Mamut Glue / Fix All (kartusz 290 ml = 0.29 l), cena netto za kartusz","Mocny klej montazowy Soudal (mamut) do listew przypodlogowych i dylatacyjnych, kartusz 290 ml.","Сильный монтажный клей Soudal (мамут) для плинтусов и дилатационных профилей, картридж 290 мл."
Listwa dylatacyjna aluminiowa L=2.7m,Дилатационный алюминиевый профиль L=2.7м,LISTWA_DYLATACYJNA,Salag,OBI,"budget,norm,lux",mb,PLN,6.30,9.69,7.88,https://bel-pol.pl/listwy-progowe,"katalog listwy progowe/dylatacyjne aluminiowe, cena netto za 1 mb (sztanga 2.7 m)","Aluminiowa listwa dylatacyjna/progowa do podlog, cena za mb; branch construction (profil techniczny).","Алюминиевый дилатационный/порожный профиль для полов, цена за пм; branch construction (технический профиль)."
Listwa progowa aluminiowa z docięciem szt,Порожный алюминиевый профиль с подрезкой шт,LISTWA_DYLATACYJNA,Salag,Castorama,"budget,norm,lux",szt,PLN,14.20,21.99,17.88,https://bel-pol.pl/listwy-progowe,"katalog listwy progowe aluminiowe, cena netto za 1 sztuke (odcinek przy wejsciu)","Listwa progowa aluminiowa przy wejsciu z docieciem na wymiar, liczona na sztuke.","Порожный алюминиевый профиль у входа с подрезкой по размеру, считается на штуку."
Listwa przypodłogowa MDF Salag 80mm 2.4m,Плинтус MDF Salag 80мм,LISTWA_PRZYPODLOGOWA,Salag,Bel-Pol,budget,mb,PLN,7.10,10.99,8.94,"https://bel-pol.pl/listwy-przypodlogowe/salag/listwa-przypodlogowa-bravo-80-mm-kaszmir-2,4m-br81f4,p24745,14.html","karta produktu Salag Bravo 80 mm (styrodur/MDF), cena detal netto 10.15/2.4m => ~4.2/mb, orientacyjnie 8.94 z klejem","Listwa przypodlogowa MDF/styrodur Salag 80 mm na klej, wariant budget; branch finishing (profil wykonczeniowy).","Плинтус MDF/стиродур Salag 80 мм на клей, вариант budget; branch finishing (отделочный профиль)."
Listwa przypodłogowa styrodur VOX Espumo 2.4m,Плинтус стиродур VOX Espumo,LISTWA_PRZYPODLOGOWA,VOX,Bel-Pol,"norm,lux",mb,PLN,8.40,12.99,10.56,"https://bel-pol.pl/listwy-przypodlogowe/vox/listwa-espumo-201-esp201-biala-2,4-m-201-esp201-2.4,p18166,14.html","karta produktu VOX Espumo 80 mm (styrodur), cena detal netto 10.14/2.4m => ~4.2/mb, orientacyjnie z klejem","Listwa przypodlogowa styrodur VOX Espumo na klej, wariant norm/lux; branch finishing.","Плинтус стиродур VOX Espumo на клей, вариант norm/lux; branch finishing."
Panele podłogowe laminowane Egger AC4 8mm,Ламинат Egger AC4 8мм,PANEL_LAMINOWANY,Egger,Bel-Pol,budget,m2,PLN,42.80,65.94,53.61,https://bel-pol.pl/panele-podlogowe/egger,"lista Materiały pakiety - podloga Laminat Egger, cena detal 53.61/m2","Panele laminowane Egger AC4 8 mm, pokrycie podlogowe pakietu budget; branch finishing, +5% na docinke.","Ламинированные панели Egger AC4 8 мм, напольное покрытие пакета budget; branch finishing, +5% на подрезку."
Panele laminowane Metamorphose AC4 8mm,Ламинат Metamorphose AC4 8мм,PANEL_LAMINOWANY,Metamorphose,Bel-Pol,norm,m2,PLN,71.30,109.95,89.39,https://bel-pol.pl/panele-podlogowe/metamorphose,"lista Materiały pakiety - podloga Laminat Metamorphose, cena detal 89.39/m2","Panele laminowane Metamorphose AC4 8 mm, wariant norm (standard), branch finishing.","Ламинированные панели Metamorphose AC4 8 мм, вариант norm (standard), branch finishing."
Panele winylowe SPC Afirmax klasa 32 4mm,Виниловые панели SPC Afirmax класс 32 4мм,PANEL_WINYLOWY,Afirmax,Bel-Pol,budget,m2,PLN,57.70,88.99,72.35,https://bel-pol.pl/podloga-winylowa/afirmax,"lista Materiały pakiety - podloga Winyl Afirmax, cena detal 72.35/m2","Panele winylowe SPC Afirmax kl.32 4 mm, pokrycie budget na klik lub klej; branch finishing, +5% docinka.","Виниловые панели SPC Afirmax кл.32 4 мм, покрытие budget на клик или клей; branch finishing, +5% подрезка."
Panele winylowe SPC Arbiton klasa 33 4mm,Виниловые панели SPC Arbiton класс 33 4мм,PANEL_WINYLOWY,Arbiton,Bel-Pol,norm,m2,PLN,90.15,138.99,113.00,https://bel-pol.pl/panele-winylowe/arbiton,"lista Materiały pakiety - podloga Winyl Arbiton, cena detal 113.00/m2","Panele winylowe SPC Arbiton kl.33 4 mm (prosta deska), wariant norm; branch finishing.","Виниловые панели SPC Arbiton кл.33 4 мм (прямая доска), вариант norm; branch finishing."
Panele winylowe SPC Arbiton jodełka 5mm,Виниловые панели SPC Arbiton ёлочка 5мм,PANEL_WINYLOWY,Arbiton,Bel-Pol,lux,m2,PLN,116.10,178.99,145.52,https://bel-pol.pl/panele-winylowe/arbiton,"lista Materiały pakiety - podloga Winyl jodelka Arbiton, cena detal 145.52/m2","Panele winylowe SPC Arbiton jodelka 5 mm, wariant lux do ukladu jodelkowego; branch finishing, +10% docinka jodelki.","Виниловые панели SPC Arbiton ёлочка 5 мм, вариант lux для ёлочной укладки; branch finishing, +10% подрезка ёлочки."
Deska warstwowa Barlinek Jodła Klasyczna 14mm,Многослойная доска Barlinek классическая ёлка 14мм,DESKA_WARSTWOWA,Barlinek,Bel-Pol,lux,m2,PLN,221.60,341.94,278.00,https://bel-pol.pl/deska-barlinecka/barlinek,"lista Materiały pakiety - podloga Deska prosta Barlinek, cena detal 278.00/m2","Deska warstwowa debowa Barlinek 14 mm (uklad prosty), wariant lux; branch finishing, +7% docinka.","Многослойная дубовая доска Barlinek 14 мм (прямая укладка), вариант lux; branch finishing, +7% подрезка."
Deska warstwowa Barlinek Jodła Francuska 14mm,Многослойная доска Barlinek французская ёлка 14мм,DESKA_WARSTWOWA,Barlinek,Bel-Pol,lux,m2,PLN,280.60,432.99,352.00,https://bel-pol.pl/deska-barlinecka/barlinek,"lista Materiały pakiety - podloga Deska jodelka Barlinek, cena detal 352.00/m2","Deska warstwowa debowa Barlinek 14 mm jodla francuska (jodelka), wariant lux; branch finishing, +12% docinka jodelki.","Многослойная дубовая доска Barlinek 14 мм французская ёлка; вариант lux; branch finishing, +12% подрезка ёлочки."
Podkład podłogowy Arbiton Multiprotec 2mm,Подложка напольная Arbiton Multiprotec 2мм,PODKLAD_PODLOGOWY,Arbiton,Bel-Pol,"budget,norm",m2,PLN,2.60,4.02,3.27,https://bel-pol.pl/podklad/arbiton,"lista Materiały pakiety - podloga Podkład Arbiton Multiprotec, cena detal 26.74/8m2 => 3.27/m2","Podklad akustyczny Arbiton pod panele/winyl (3w1), pokrycie ~1.05 m2/m2; branch finishing.","Акустическая подложка Arbiton под панели/винил (3в1), покрытие ~1.05 м2/м2; branch finishing."
Podkład podłogowy Arbiton Multiprotec LVT 1.4mm,Подложка напольная Arbiton Multiprotec LVT 1.4мм,PODKLAD_PODLOGOWY,Arbiton,Bel-Pol,lux,m2,PLN,2.85,4.38,3.56,https://bel-pol.pl/podklad-pod-panele/arbiton,"lista Materiały pakiety - podloga Podkład Multiprotec LVT, cena detal 29.18/8.5m2 => 3.56/m2","Podklad Arbiton pod winyl klik (1.4 mm), wariant lux, pokrycie ~1.05 m2/m2; branch finishing.","Подложка Arbiton под винил-клик (1.4 мм), вариант lux, покрытие ~1.05 м2/м2; branch finishing."
Folia paroizolacyjna PE 0.2mm,Пароизоляционная плёнка PE 0.2мм,FOLIA_PAROIZOLACYJNA,Arbiton,PSB Mrówka,"budget,norm,lux",m2,PLN,0.85,1.29,1.05,https://bel-pol.pl/folie-i-akcesoria,"katalog folie budowlane PE, cena netto za m2 (rolka przeliczona)","Folia paroizolacyjna PE pod podklad i panele na podlozu mineralnym, pokrycie ~1.05 m2/m2; branch finishing.","Пароизоляционная плёнка PE под подложку и панели на минеральном основании, покрытие ~1.05 м2/м2; branch finishing."
Folia ochronna malarska PE,Защитная плёнка малярная PE,FOLIA_OCHRONNA,Soudal,PSB Mrówka,"budget,norm,lux",m2,PLN,0.55,0.85,0.69,https://www.soudal.com/pl-pl/diy/produkty,"katalog folia ochronna PE, cena netto za m2 (rolka przeliczona)","Folia ochronna PE do zabezpieczenia gotowej podlogi na czas prac, pokrycie ~1.05 m2/m2.","Защитная плёнка PE для укрытия готового пола на время работ, покрытие ~1.05 м2/м2."
Tektura ochronna falista,Защитный гофрокартон,TEKTURA_OCHRONNA,Soudal,Castorama,"norm,lux",m2,PLN,1.15,1.79,1.45,https://www.castorama.pl/s/tektura-ochronna,"katalog tektura/plyta ochronna, cena netto za m2","Tektura falista do twardego zabezpieczenia gotowej podlogi, pokrycie ~1.0 m2/m2.","Гофрокартон для жёсткой защиты готового пола, покрытие ~1.0 м2/м2."
Taśma malarska ochronna 48mm,Малярная лента защитная 48мм,TASMA_MALARSKA,Soudal,PSB Mrówka,"budget,norm,lux",szt,PLN,4.20,6.49,5.28,https://www.soudal.com/pl-pl/diy/produkty,"katalog tasma malarska 48 mm x 50 m, cena netto za rolke (szt)","Tasma malarska do mocowania folii/tektury zabezpieczajacej podloge, liczona na sztuki (rolki).","Малярная лента для крепления плёнки/картона, защищающих пол, считается на штуки (рулоны)."
Piana montażowa niskorozprężna do drzwi Soudal Doors 750ml,Монтажная пена низкорасширяемая для дверей Soudal Doors 750мл,PIANA_MONTAZOWA,Soudal,PSB Mrówka,budget,szt,PLN,22.00,36.00,29.27,https://sasza.pasaz24.pl/product/PIANKA-PISTOLETOWA-SOUDAL-DOORS-NISKOPREZNA-s9637,"karta produktu Soudafoam Doors 750ml, cena netto 29.27 PLN/puszka","Pistoletowa piana PU niskorozprezna dedykowana do montazu stolarki drzwiowej (drewno/MDF/PVC/stal), 1 puszka na komplet oscieznicy - budzetowy standard PL.","Пистолетная ПУ-пена низкорасширяемая для монтажа дверной столярки (дерево/МДФ/ПВХ/сталь), 1 баллон на комплект коробки - бюджетный стандарт PL."
Piana montażowa niskorozprężna Tytan Professional 750ml,Монтажная пена низкорасширяемая Tytan Professional 750мл,PIANA_MONTAZOWA,Tytan,Castorama,"norm,lux",szt,PLN,24.50,39.90,32.44,https://tytan.com/en/,"katalog Tytan Professional piana pistoletowa niskoprezna 750ml, cena netto orientacyjna","Niskorozprezna piana pistoletowa PU Tytan do montazu oscieznic bez odksztalcania ram, wariant norm/lux, 1 puszka na komplet drzwi.","Низкорасширяемая пистолетная ПУ-пена Tytan для монтажа коробок без деформации рам, вариант norm/lux, 1 баллон на комплект двери."
Klej montażowy hybrydowy Soudal Fix All 290ml,Монтажный клей гибридный Soudal Fix All 290мл,KLEJ_MONTAZOWY,Soudal,Leroy Merlin,"budget,norm,lux",szt,PLN,18.00,29.99,24.38,https://www.soudal.com/nl-be/diy/producten/fix-all/fix-all/fix-all-high-tack,"karta produktu Soudal Fix All (SMX Polymer), cena netto orientacyjna za kartusz 290ml","Elastyczny klej montazowy hybrydowy SMX do mocowania listew/opasek i punktowego klejenia elementow stolarki, 1 kartusz na kilka kompletow.","Эластичный гибридный монтажный клей SMX для крепления наличников и точечной приклейки элементов столярки, 1 картридж на несколько комплектов."
Silikon sanitarny Den Braven 280ml,Силикон санитарный Den Braven 280мл,SILIKON,Den Braven,Castorama,"budget,norm,lux",szt,PLN,11.00,17.99,14.63,https://www.topepoxy.eu/en/acetic-silicones:den-braven/,"karta produktu Den Braven silikon (acetic/sanitary), cena netto orientacyjna za kartusz 280ml","Silikon do uszczelnienia styku szafki/blatu ze sciana i obrobki drzwi, odporny na wilgoc i plesn, 1 kartusz na kilka kompletow.","Силикон для герметизации стыка шкафа/столешницы со стеной и обработки двери, влаго- и плеснестойкий, 1 картридж на несколько комплектов."
Akryl malarski Den Braven 300ml,Акрил малярный Den Braven 300мл,AKRYL,Den Braven,PSB Mrówka,"norm,lux",szt,PLN,7.50,11.99,9.75,https://www.toolteam24.com/en-GB/catalog/den-braven-katalog-chemieprodukte-acryl-silikon-montagekleber-pu-schaum-Page-8-558.html,"katalog Den Braven Universal Acryl, cena netto orientacyjna za kartusz 300ml","Akryl dyspersyjny malarski do wypelnienia szczelin przy obrobce otworu drzwi ukrytych (do malowania), 1 kartusz na kilka kompletow.","Акрил дисперсионный малярный для заполнения щелей при обработке проёма скрытых дверей (под покраску), 1 картридж на несколько комплектов."
Wkręty do ościeżnic / montażowe Wkręt-Met,Саморезы для коробок / монтажные Wkręt-Met,WKRETY,Wkręt-Met,Leroy Merlin,"budget,norm,lux",szt,PLN,0.12,0.20,0.16,https://www.leroymerlin.fr/produits/marques/soudal/soudal-fix-all-p.html,"katalog Wkret-Met wkrety montazowe, cena netto orientacyjna za sztuke (opak. wieloszt.)","Wkret montazowy/do oscieznic (stal ocynk), material zuzywalny do mocowania oscieznic, klamek, szafek; cena za 1 szt z opak. wieloszt.","Саморез монтажный/для коробок (сталь оцинк.), расходный материал для крепления коробок, ручек, шкафов; цена за 1 шт из многошт. упаковки."
Kołek rozporowy ramowy Wkręt-Met,Дюбель рамный распорный Wkręt-Met,KOLKI,Wkręt-Met,PSB Mrówka,"budget,norm,lux",szt,PLN,0.22,0.35,0.28,https://www.leroymerlin.fr/produits/marques/soudal/soudal-fix-all-p.html,"katalog Wkret-Met kolki ramowe, cena netto orientacyjna za sztuke (opak. wieloszt.)","Kolek ramowy z wkretem do mocowania oscieznic/szafek w murze, material zuzywalny; cena za 1 szt z opak. wieloszt.","Рамный дюбель с саморезом для крепления коробок/шкафов в стене, расходный материал; цена за 1 шт из многошт. упаковки."
Kliny montażowe do drzwi (komplet klinów),Клинья монтажные для дверей (клин),KLINY,Wkręt-Met,OBI,"budget,norm,lux",szt,PLN,0.30,0.49,0.40,https://www.leroymerlin.fr/produits/marques/soudal/soudal-fix-all-p.html,"katalog kliny montazowe plastikowe, cena netto orientacyjna za sztuke (opak. wieloszt.)","Klin montazowy do ustawienia i unieruchomienia oscieznicy przed pianowaniem, material zuzywalny; cena za 1 szt.","Монтажный клин для установки и фиксации коробки перед запениванием, расходный материал; цена за 1 шт."
Obrzeże okleiny brzegowej melamina rolka,Кромка меламиновая (кромкование) лист,OBRZEZE,Erbauer,OBI,"budget,norm,lux",szt,PLN,0.90,1.49,1.21,https://www.castorama.pl/s/papier-scierny-125mm?Marka=Erbauer,"katalog obrzeze melaminowe do oklejania krawedzi, cena netto orientacyjna za odcinek na 1 strone skrzydla","Obrzeze melaminowe do oklejenia przycietej krawedzi skrzydla drzwi po docieciu, material zuzywalny; ~1 odcinek na 1 strone.","Меламиновая кромка для оклейки подрезанного края дверного полотна после подгонки, расходный материал; ~1 отрезок на 1 сторону."
Papier ścierny arkusz gr.180,Наждачная бумага лист зерно 180,PAPIER_SCIERNY,Erbauer,Castorama,"budget,norm,lux",szt,PLN,0.65,0.99,0.81,https://www.castorama.pl/s/papier-scierny-125mm?Marka=Erbauer,"katalog Castorama papier scierny Erbauer, cena netto za 1 arkusz (opak. wieloszt.)","Arkusz papieru sciernego gr.180 do wygladzenia przycietej krawedzi skrzydla, material zuzywalny.","Лист наждачной бумаги зерно 180 для зачистки подрезанного края полотна, расходный материал."
Taśma malarska 38mm rolka 50m,Малярная лента 38мм рулон 50м,TASMA_MALARSKA,Den Braven,Leroy Merlin,"norm,lux",szt,PLN,5.00,7.99,6.50,https://www.toolteam24.com/en-GB/catalog/den-braven-katalog-chemieprodukte-acryl-silikon-montagekleber-pu-schaum-Page-3-558.html,"katalog tasma malarska 38mm/50m, cena netto orientacyjna za 1 rolke","Tasma malarska do zabezpieczenia okuc/oscieznicy przy malowaniu skrzydla drzwi ukrytych, material zuzywalny; ~1 rolka na kilka skrzydel.","Малярная лента для защиты фурнитуры/коробки при покраске полотна скрытых дверей, расходный материал; ~1 рулон на несколько полотен."
Podkład akrylowy do drewna/MDF Śnieżka 1L,Грунт акриловый по дереву/МДФ Śnieżka 1Л,PODKLAD,Śnieżka,PSB Mrówka,"norm,lux",l,PLN,18.00,27.99,22.76,https://www.sniezka.md/,"katalog Sniezka podklad akrylowy do drewna, cena netto orientacyjna za 1L","Podklad akrylowy gruntujacy pod farbe na skrzydle drzwi ukrytych (MDF/drewno), poprawia przyczepnosc i krycie.","Акриловый грунт под краску на полотне скрытых дверей (МДФ/дерево), улучшает адгезию и укрывистость."
Farba lateksowa biała Śnieżka 1L,Краска латексная белая Śnieżka 1Л,FARBA,Śnieżka,Castorama,budget,l,PLN,20.00,29.99,24.39,https://www.sniezka.md/,"karta produktu Sniezka emulsja lateksowa, cena netto orientacyjna za 1L; zuzycie ~0.22 l/m2 (2 warstwy)","Biala farba lateksowa do malowania skrzydla drzwi ukrytych, zuzycie ~0.22 l/m2 przy dwoch warstwach, wariant budzetowy.","Белая латексная краска для покраски полотна скрытых дверей, расход ~0.22 л/м2 при двух слоях, бюджетный вариант."
Farba lateksowa premium biała Dekoral 1L,Краска латексная премиум белая Dekoral 1Л,FARBA,Dekoral,Leroy Merlin,"norm,lux",l,PLN,26.00,39.99,32.51,https://domal.pl/produkt/dulux-easy-care-biala-25l/,"karta produktu Dekoral farba lateksowa premium, cena netto orientacyjna za 1L; zuzycie ~0.2-0.22 l/m2 (2 warstwy)","Premium biala farba lateksowa o wyzszej odpornosci mechanicznej do skrzydla drzwi, wariant norm/lux, zuzycie ~0.2-0.22 l/m2.","Премиум белая латексная краска с повышенной механической стойкостью для полотна двери, вариант norm/lux, расход ~0.2-0.22 л/м2."
Klej montażowy Tytan Professional Mocny Chwyt 290ml,Монтажный клей Tytan Professional 290мл,KLEJ_MONTAZOWY,Tytan,Castorama,budget,l,PLN,20.00,32.99,26.82,https://www.selena.pl/pl/produkty/klej-montazowy-mocny-chwyt-tytan-professional,"karta produktu Tytan Mocny Chwyt (kartusz 290 ml = 0.29 l), cena netto przeliczona z kartusza na 1 l","Uniwersalny klej montazowy Tytan do przyklejania parapetow, listew i akcesoriow do podloza; kartusz 0.29 l, wariant budget.","Универсальный монтажный клей Tytan для приклеивания подоконников, планок и аксессуаров к основанию; картридж 0.29 л, вариант budget."
Klej montażowy Soudal 300ml,Монтажный клей Soudal 300мл,KLEJ_MONTAZOWY,Soudal,Leroy Merlin,"norm,lux",l,PLN,22.00,36.00,29.27,https://www.soudal.pl,"karta produktu Soudal klej montazowy (kartusz 300 ml = 0.3 l), cena netto przeliczona z kartusza na 1 l","Klej montazowy Soudal o wysokiej sile poczatkowego chwytu do parapetow i listew przysufitowych, wariant norm/lux.","Монтажный клей Soudal с высокой начальной силой схватывания для подоконников и потолочных планок, вариант norm/lux."
Akryl malarski Soudal 300ml,Акрил малярный Soudal 300мл,AKRYL,Soudal,Castorama,"budget,norm,lux",l,PLN,7.90,12.29,9.99,https://www.soudal.com/pl-pl/diy/produkty/akryle,"karta produktu Soudal Akryl (kartusz 300 ml = 0.3 l), cena netto za kartusz","Elastyczny akryl malarski do wypelnienia styku listwy przysufitowej ze sciana/sufitem przed malowaniem, przemalowywalny, kartusz 0.3 l.","Эластичный малярный акрил для заделки стыка потолочной планки со стеной/потолком перед покраской, окрашиваемый, картридж 0.3 л."
Klej do luster neutralny Soudal 290ml,Клей для зеркал нейтральный Soudal 290мл,KLEJ_DO_LUSTER,Soudal,Leroy Merlin,"budget,norm,lux",l,PLN,24.00,39.00,31.71,https://www.soudal.pl,"karta produktu Soudal klej do luster (neutralny, kartusz 290 ml = 0.29 l), cena netto przeliczona z kartusza na 1 l","Specjalny neutralny klej do luster nie uszkadzajacy powloki srebra, do montazu lustra lazienkowego/szkla, kartusz 0.29 l.","Специальный нейтральный клей для зеркал, не повреждающий серебряное покрытие, для монтажа зеркала/стекла, картридж 0.29 л."
Taśma dwustronna montażowa piankowa,Двусторонняя монтажная лента вспененная,TASMA_DWUSTRONNA,Tytan,Castorama,"norm,lux",m2,PLN,25.00,42.00,34.15,https://www.castorama.pl/s/tasma-dwustronna,"katalog Castorama tasma dwustronna montazowa piankowa, cena netto przeliczona na 1 m2 powierzchni klejenia","Mocna piankowa tasma dwustronna do wstepnego mocowania lustra/szkla przed zwiazaniem kleju, rozliczana po m2 przyklejenia.","Прочная вспененная двусторонняя лента для предварительной фиксации зеркала/стекла до схватывания клея, учитывается по м2 приклеивания."
Syfon i wężyk przyłączeniowy AGD,Сифон и подводка для бытовой техники,SYFON_WEZYK,Erbauer,OBI,"budget,norm,lux",szt,PLN,15.00,24.60,20.00,https://www.obi.pl,"katalog OBI syfon/wezyk przylaczeniowy do zmywarki/pralki, cena netto orientacyjna za komplet (1 szt)","Minimalny osprzet przylaczeniowy (syfon, wezyk) do podlaczenia AGD po ustawieniu; komplet liczony na sztuke.","Минимальная присоединительная арматура (сифон, подводка) для подключения бытовой техники после установки; комплект считается на штуку."
Worki na śmieci LDPE 120L,Мешки для мусора ПВД 120л,MATERIALY_POMOCNICZE,Erbauer,Castorama,"budget,norm,lux",szt,PLN,0.85,1.29,1.05,https://www.castorama.pl/s/worki-na-smieci,"katalog Castorama worki na odpady budowlane 120L, cena netto za 1 szt (opak. wieloszt.)","Mocny worek LDPE 120L na gruz i odpady poremontowe, podstawowy material pomocniczy prac porzadkowych, wszystkie pakiety.","Прочный мешок ПВД 120л для строймусора и отходов после ремонта, базовый вспомогательный материал уборочных работ, все пакеты."
