LP,ZAKRES,ПЕРЕЧЕНЬ РАБОТ,ILOŚĆ,JM,CENA,WARTOŚĆ,KOMENTARZ,,ZMIANA +/-,CENA DOP,JM,WARTOŚĆ,KOMENTARZ,,FINAŁ,JM,WARTOŚĆ,,Progres,%,Wart Progres,,przedp,hol,kuch,salon,biuro,master,pok1,pok2,pok3,laz1,laz2,laz3,sch1,,PAKIET START,PAKIET COMFORT,PAKIET PRESTIGE,JM,WARTOŚĆ START,WARTOŚĆ COMFORT,WARTOŚĆ PRESTIGE,,MATERIAŁ 1,NA JM,ILOŚĆ,MATERIAŁ 2,NA JM,ILOŚĆ,MATERIAŁ 3,NA JM,ILOŚĆ,MATERIAŁ 4,NA JM,ILOŚĆ,MATERIAŁ 5,NA JM,ILOŚĆ,,Zakres,Cena J,J,Umowa il,Ilość,Wykonane il,KOM,,Marż J,Koszt Umowa,Profit Umowa,Marż W Umowa,Kwota,Profit Plan,Marż W Plan,Koszt Fakt,Profit Fakt,Marż W Fakt,,Pracownik,2024-09-05,Pracownik,2024-09-12,Pracownik,2024-09-19,Pracownik,2024-09-26,Pracownik,2024-10-03,Pracownik,2024-10-10,Pracownik,2024-10-17,Pracownik,2024-10-24,Pracownik,2024-10-31,Pracownik,2024-11-07,Pracownik,2024-11-14,Pracownik,2024-11-21,Pracownik,2024-11-28,Pracownik,2024-12-05,Pracownik,2024-12-12,Pracownik,2024-12-19
"6,05",Oprawy sufitowe lub klinkiety jednopunktowe,Потолочные светильники или одноточечные клинкеры,"0,0",szt,"82,50 zł","0,00 zł",,,,"82,50 zł",szt,"0,00 zł",,,"0,0",szt,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,0,0,0,szt,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Потолочные светильники или одноточечные клинкеры,"30,00 zł",szt,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6,06","Oprawy sufitowe złożone, wielopunktowe, od","Люстры /  многоточечные потолочные светильники, от","0,0",szt,"165,00 zł","0,00 zł",,,,"165,00 zł",szt,"0,00 zł",,,"0,0",szt,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,szt,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Люстры /  многоточечные потолочные светильники, от","40,00 zł",szt,"0,0","0,0","0,0",,,76%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6,07",Szynoprzewód + 2 reflektory,Трек / Шинопровод + 2 светильника,"0,0",mb,"115,50 zł","0,00 zł",,,,"115,50 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Трек / Шинопровод + 2 светильника,"43,00 zł",mb,"0,0","0,0","0,0",,,63%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6,08","Montaż osprzętu elektrycznego wraz z ramką (gniazda, włączniki, sterowniki)","Монтаж электрофурнитуры с рамкой (розетки, выключатели, элементы управления)","0,0",kpl,"38,50 zł","0,00 zł",zakładanie nowych,,,"38,50 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Монтаж электрофурнитуры с рамкой (розетки, выключатели, элементы управления)","14,00 zł",kpl,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6,09",Grzejnik Elektryczny,Электрический обогреватель,"0,0",kpl,"165,00 zł","0,00 zł",,,,"165,00 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Электрический обогреватель,"60,00 zł",kpl,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6,10",Elektrozawór wodny,Электромагнитный клапан воды,"0,0",kpl,"165,00 zł","0,00 zł",,,,"165,00 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Электромагнитный клапан воды,"60,00 zł",kpl,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PRACE GLAZURNICZE,ПЛИТКА И НАСТЕННЫЕ ПОКРЫТИЯ,,,,"0,00 zł",,,,,,"0,00 zł","0,00 zł",,,,"0,00 zł",,,0%,"0,00zł",,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,,,,,,"1 469,60zł","3 726,80zł","7 453,60zł",,,,,,,,,,,,,,,,,,ПЛИТКА И НАСТЕННЫЕ ПОКРЫТИЯ,,,,,,,,,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,01",Hydroizolacja podłogi,Гидроизоляция пола,"0,0",m2,"41,80 zł","0,00 zł",на кухне считаем  автоматом,,,"41,80 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,"0,00","0,00","0,00",m2,"0,00 zł","0,00 zł","0,00 zł",,"Folia w płynie, kg","1,50","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Гидроизоляция пола,"21,00 zł",m2,"0,0","0,0","0,0",,,50%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,02",Hydroizolacja ścian do pełnej wysokości,Гидроизоляция стен,"0,0",m2,"41,80 zł","0,00 zł",,,,"41,80 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,"0,0","0,0","0,0",,,"0,00","0,00","0,00",m2,"0,00 zł","0,00 zł","0,00 zł",,"Folia w płynie, kg","1,50","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Гидроизоляция стен,"20,00 zł",m2,"0,0","0,0","0,0",,,52%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,03",Gruntowanie gruntem podkładowym pod płytki,Грунтовка под плитку,"0,0",m2,"8,80 zł","0,00 zł",,,,"8,80 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,"0,0","0,0","0,0",,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Grunt CT17, l","0,15","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Грунтовка под плитку,"2,00 zł",m2,"0,0","0,0","0,0",,,77%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,04","Brodzik prysznicowy - docinka płytek, obsadzenie, obróbka",Душевой поддон - резка и укладка плитки,"0,0",kpl,"275,00 zł","0,00 zł",,,,"275,00 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,"0,0","0,0","0,0",,,,,0,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Душевой поддон - резка и укладка плитки,"100,00 zł",kpl,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,05","Odpływ liniowy - docinka płytek, obsadzenie, obróbka",Встроенный слив - резка и укладка плитки,"0,0",kpl,"275,00 zł","0,00 zł",,,,"275,00 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,"0,0","0,0","0,0",,,,,0,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Встроенный слив - резка и укладка плитки,"100,00 zł",kpl,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,06",Podłoga - gres format mozaika,Пол - мозаика,"0,0",m2,"352,00 zł","0,00 zł",,,,"352,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,"0,00",m2,"0,00 zł","0,00 zł","0,00 zł",,"Klej H 40, kg","2,50","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Пол - мозаика,"125,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,07",Podłoga - gres format mały 6x6 - 25x25,"Пол - мелкий керамогранит 6х6, 25х25","0,0",m2,"286,00 zł","0,00 zł",,,,"286,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Klej H 40, kg","3,50","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Пол - мелкий керамогранит 6х6, 25х25","105,00 zł",m2,"0,0","0,0","0,0",,,63%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,08",Podłoga - gres format średni 30x30 - 60x60,"Пол - керамогранит, средний формат 30х30, 60х60","0,0",m2,"214,50 zł","0,00 zł",,,,"214,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,"0,00",,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Klej H 40, kg","5,00","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Пол - керамогранит, средний формат 30х30, 60х60","78,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,09",Podłoga - gres format duży 60x60 - 120x120,"Пол - крупноформатный керамогранит 60x120, 120x120","0,0",m2,"247,50 zł","0,00 zł",,,,"247,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,"0,00",,m2,"0,00 zł","0,00 zł","0,00 zł",,"Klej H 40, kg","5,00","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Пол - крупноформатный керамогранит 60x120, 120x120","90,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,10",Podłoga - gres format bardzo duży 120x240 - 100x300,"Пол - керамогранит очень большого формата 120x240, 100x300","0,0",m2,"528,00 zł","0,00 zł",,,,"528,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Klej H 40, kg","5,00","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Пол - керамогранит очень большого формата 120x240, 100x300","190,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,11",Ściany - glazura format mozaika,Стены - мозаика,"0,0",m2,"352,00 zł","0,00 zł",,,,"352,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,"0,0","0,0","0,0",,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Klej H 40, kg","2,50","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Стены - мозаика,"125,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,12",Ściany - glazura format mały 6x6 - 25x25,"Стены - мелкая плитка 6х6, 25х25","0,0",m2,"286,00 zł","0,00 zł",,,,"286,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,"0,0","0,0","0,0",,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Klej H 40, kg","3,50","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Стены - мелкая плитка 6х6, 25х25","105,00 zł",m2,"0,0","0,0","0,0",,,63%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,13",Ściany - glazura format średni 30x30 - 60x60,"Стены - плитка, средний формат 30x30, 60x60","0,0",m2,"214,50 zł","0,00 zł",,,,"214,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,"0,0","0,0","0,0",,,"0,00",,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Klej H 40, kg","5,00","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Стены - плитка, средний формат 30x30, 60x60","78,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,14",Ściany - glazura format duży 60x60 - 120x120,"Стены - крупноформатная плитка 60x120, 120x120","0,0",m2,"247,50 zł","0,00 zł",,,,"247,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,"0,0","0,0","0,0",,,,"0,00","0,00",m2,"0,00 zł","0,00 zł","0,00 zł",,"Klej H 40, kg","5,00","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Стены - крупноформатная плитка 60x120, 120x120","90,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,15",Ściany - glazura format bardzo duży 120x240 - 100x300,"Стены - плитка очень большого формата, например, 120x240, 100x300","0,0",m2,"528,00 zł","0,00 zł",,,,"528,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,"0,0","0,0","0,0",,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Klej H 40, kg","5,00","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Стены - плитка очень большого формата, например, 120x240, 100x300","190,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,16",Wąskie pasy płytek (szer. <1m) format do 25cm,"Плитка по мп. (плинтус, полка, углубление) мелкий формат до 25cm","0,0",mb,"242,00 zł","0,00 zł",,,,"242,00 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,"Klej H 40, kg","3,50","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Плитка по мп. (плинтус, полка, углубление) мелкий формат до 25cm","85,00 zł",mb,"0,0","0,0","0,0",,,65%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,17",Wąskie pasy płytek (szer. <1m) format 30 - 90cm,Плитка по мп. ср. формат 30-90cm,"0,0",mb,"214,50 zł","0,00 zł",,,,"214,50 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,4,,,mb,"858,00 zł","0,00 zł","0,00 zł",,"Klej H 40, kg","5,00","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Плитка по мп. ср. формат 30-90cm,"78,00 zł",mb,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,18",Wąskie pasy płytek (szer. <1m) format >90,Плитка по мп. крупн. формат >90,"0,0",mb,"247,50 zł","0,00 zł",,,,"247,50 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,8,16,mb,"0,00 zł","1 980,00 zł","3 960,00 zł",,"Klej H 40, kg","5,00","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Плитка по мп. крупн. формат >90,"90,00 zł",mb,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,19",Fugowanie płytek - format >30 cm (spoina cementowa),Затирка швов для плитки - формат от 30х30 (цементный шов) ,"0,0",m2,"22,00 zł","0,00 zł",,,,"22,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,4,8,"16,00",m2,"88,00 zł","176,00 zł","352,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Затирка швов для плитки - формат от 30х30 (цементный шов) ,"8,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,20",Fugowanie płytek - format >30 cm (spoina epoksydowa),Затирка швов для плитки - формат от 30х30 (эпоксидный шов),"0,0",m2,"38,50 zł","0,00 zł",,,,"38,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Затирка швов для плитки - формат от 30х30 (эпоксидный шов),"15,00 zł",m2,"0,0","0,0","0,0",,,61%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,21",Fugowanie płytek - format <30 cm (spoina cementowa),Затирка швов для плитки - формат до 30х30 (цементный шов),"0,0",m2,"27,50 zł","0,00 zł",,,,"27,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Затирка швов для плитки - формат до 30х30 (цементный шов),"10,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,22",Fugowanie płytek - format <30 cm (spoina epoksydowa),Затирка швов для плитки - формат до 30х30 (эпоксидный шов),"0,0",m2,"49,50 zł","0,00 zł",,,,"49,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Затирка швов для плитки - формат до 30х30 (эпоксидный шов),"19,00 zł",m2,"0,0","0,0","0,0",,,62%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,23", Fugowanie narożników fugą epoksydową,Затирка наружных углов эпоксидной затиркой,"0,0",mb,"40,00 zł","0,00 zł",,,,"40,00 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Затирка наружных углов эпоксидной затиркой,"15,00 zł",mb,"0,0","0,0","0,0",,,63%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,24",Szlifowanie płytek na 45st. w narożnikach format >30 cm,Шлифовка плитки под 45° формат до 30,"0,0",mb,"163,50 zł","0,00 zł",,,,"163,50 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Шлифовка плитки под 45° формат до 30,"68,00 zł",mb,"0,0","0,0","0,0",,,58%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,25",Szlifowanie płytek na 45st. w narożnikach,Шлифовка плитки под 45° формат от 30,"0,0",mb,"130,90 zł","0,00 zł",,,,"130,90 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,4,8,16,mb,"523,60 zł","1 047,20 zł","2 094,40 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Шлифовка плитки под 45° формат от 30,"55,00 zł",mb,"0,0","0,0","0,0",,,58%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,26",Odcięcie i szlifowanie (zakończenie jak fabryczne) przy łączeniach płytka-płytka,Фабричный рез,"0,0",mb,"130,90 zł","0,00 zł",do ustaleniu na etapie realizacji,,,"130,90 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,4,8,mb,"0,00 zł","523,60 zł","1 047,20 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Фабричный рез,"55,00 zł",mb,"0,0","0,0","0,0",,,58%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,27",Otworowanie w płytkach śr. powyżej 15mm,Сверление отверстия в плитках диаметром свыше 15 мм,"0,0",kpl,"55,00 zł","0,00 zł",,,,"55,00 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,0,0,0,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Сверление отверстия в плитках диаметром свыше 15 мм,"20,00 zł",kpl,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7,28",Silikonowanie narożników,Нанесение силикона,"0,0",mb,"22,00 zł","0,00 zł",,,,"22,00 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,"0,0","0,0","0,0",,,"0,00","0,00","0,00",mb,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Нанесение силикона,"8,00 zł",mb,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"GŁADZIE, PRZYGOTOWANIE PODŁOŻA",ШПАКЛЕВКА,,,,"0,00 zł",,,,,,"0,00 zł","0,00 zł",,,,"0,00 zł",,,0%,"0,00 zł",,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,,,,,,,,,,,,,,,ШПАКЛЕВКА,,,,,,,,,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
